City,Date,TempMin,TempMax,TempAvg,FeelsLike,Humidity,WindSpeed,Pressure,CloudCover,Rainfall,Weather
Rampur,2026-04-03,31.4,38.4,34.4,36.4,67,3.4,1015,31,0,Clear
Firozabad,2026-03-30,34.7,41.7,37.7,39.7,53,7.3,1012,67,0,Clouds
Firozabad,2026-03-31,30.1,37.1,33.1,35.1,79,4,1009,29,6.4,Rain
Firozabad,2026-04-01,32.2,39.2,35.2,37.2,81,2.3,1008,44,0,Mist
Firozabad,2026-04-02,35.7,42.7,38.7,40.7,83,4.9,1004,41,0,Clear
Firozabad,2026-04-03,31.6,38.6,34.6,36.6,55,3,1003,58,0,Clouds
Moradabad,2026-03-30,29.5,36.5,32.5,34.5,53,6.4,1003,42,0,Clouds
Moradabad,2026-03-31,29,36,32,34,69,2.5,1014,64,0,Clouds
Moradabad,2026-04-01,32.4,39.4,35.4,37.4,78,5.3,1010,23,0,Haze
Moradabad,2026-04-02,27.1,34.1,30.1,32.1,51,2.4,1001,5,0,Clear
Moradabad,2026-04-03,27.8,34.8,30.8,32.8,68,5.7,1011,10,0,Mist
Etawah,2026-03-30,33.8,40.8,36.8,38.8,62,3.3,1003,31,8.9,Rain
Etawah,2026-03-31,35.6,42.6,38.6,40.6,83,2.8,1014,14,11.7,Rain
Etawah,2026-04-01,34.7,41.7,37.7,39.7,51,5.1,1004,18,0,Clear
Etawah,2026-04-02,30.9,37.9,33.9,35.9,64,7.6,1014,5,4.1,Rain
Etawah,2026-04-03,34.9,41.9,37.9,39.9,53,3,1013,25,0,Mist
Sitapur,2026-03-30,33.9,40.9,36.9,38.9,66,5.3,1011,15,0,Clear
Sitapur,2026-03-31,29.1,36.1,32.1,34.1,74,5.6,1016,5,9.5,Rain
Sitapur,2026-04-01,29.6,36.6,32.6,34.6,77,3,1013,7,0,Clear
Sitapur,2026-04-02,31.8,38.8,34.8,36.8,59,2.1,1007,56,0,Mist
Sitapur,2026-04-03,32,39,35,37,66,7.9,1008,17,0,Clouds
Hardoi,2026-03-30,29.9,36.9,32.9,34.9,80,3.1,1003,33,0,Clouds
Hardoi,2026-03-31,31,38,34,36,78,3.9,1017,9,0,Clear
Hardoi,2026-04-01,29.8,36.8,32.8,34.8,80,7.5,1007,9,0,Clouds
Hardoi,2026-04-02,29.5,36.5,32.5,34.5,51,7.9,1004,22,9.5,Rain
Hardoi,2026-04-03,28.4,35.4,31.4,33.4,69,5.1,1008,57,0,Clouds
Rae Bareli,2026-03-30,31.7,38.7,34.7,36.7,80,3.7,1008,64,0,Haze
Rae Bareli,2026-03-31,30.8,37.8,33.8,35.8,55,4.5,1010,25,0,Clouds
Rae Bareli,2026-04-01,29.7,36.7,32.7,34.7,58,3.4,1002,14,0,Haze
Rae Bareli,2026-04-02,28.6,35.6,31.6,33.6,81,6.8,1010,53,0,Mist
Rae Bareli,2026-04-03,28.2,35.2,31.2,33.2,53,6.9,1013,14,0,Clouds
Lucknow,2026-04-04,28.3,35.3,31.3,33.3,67,3,1017,65,0,Haze
Lucknow,2026-04-05,29.1,36.1,32.1,34.1,52,6.1,1012,15,0,Mist
Meerut,2026-04-04,32.9,39.9,35.9,37.9,77,6.9,1008,63,12.3,Rain
Meerut,2026-04-05,28.3,35.3,31.3,33.3,64,5,1012,40,0,Clouds
Kanpur,2026-04-04,29.2,36.2,32.2,34.2,54,7.6,1017,18,0,Mist
Kanpur,2026-04-05,32,39,35,37,52,8,1005,52,0,Clouds
Agra,2026-04-04,32.2,39.2,35.2,37.2,84,2.9,1013,12,0,Haze
Agra,2026-04-05,32,39,35,37,66,4.4,1001,2,0,Clouds
Prayagraj,2026-04-04,34.7,41.7,37.7,39.7,62,4.3,1006,46,0,Haze
Prayagraj,2026-04-05,31.2,38.2,34.2,36.2,84,7.4,1001,53,0.5,Rain
Ghaziabad,2026-04-04,33.1,40.1,36.1,38.1,66,4.9,1003,29,0,Mist
Ghaziabad,2026-04-05,33,40,36,38,66,3.7,1006,63,0,Clouds
Noida,2026-04-04,34,41,37,39,77,6.2,1009,8,0,Haze
Noida,2026-04-05,34,41,37,39,80,5.6,1008,53,0,Mist
Varanasi,2026-04-04,28.8,35.8,31.8,33.8,77,4.9,1000,12,1.6,Rain
Varanasi,2026-04-05,28.1,35.1,31.1,33.1,55,4.9,1000,1,0,Haze
Bareilly,2026-04-04,31.3,38.3,34.3,36.3,82,5.9,1014,13,2.8,Rain
Bareilly,2026-04-05,28.2,35.2,31.2,33.2,73,5.3,1012,39,0,Clouds
Jhansi,2026-04-04,36.6,43.6,39.6,41.6,74,4.7,1014,2,0,Mist
Jhansi,2026-04-05,32.4,39.4,35.4,37.4,65,5.2,1008,12,0,Mist
Moradabad,2026-04-04,29,36,32,34,54,4.9,1017,50,11.9,Rain
Moradabad,2026-04-05,30.7,37.7,33.7,35.7,78,2.6,1006,45,0,Clouds
Aligarh,2026-04-04,31.7,38.7,34.7,36.7,71,6.3,1003,24,0,Haze
Aligarh,2026-04-05,34.9,41.9,37.9,39.9,74,5.1,1014,58,0,Mist
Gorakhpur,2026-04-04,34,41,37,39,57,5.8,1010,31,0,Mist
Gorakhpur,2026-04-05,33.8,40.8,36.8,38.8,83,5.7,1010,60,0,Haze
Ayodhya,2026-04-04,30.4,37.4,33.4,35.4,52,4.4,1013,61,0,Mist
Ayodhya,2026-04-05,30.7,37.7,33.7,35.7,78,6.8,1003,7,2.3,Rain
Firozabad,2026-04-04,31.8,38.8,34.8,36.8,57,5.7,1002,15,0,Haze
Firozabad,2026-04-05,35.4,42.4,38.4,40.4,77,7.6,1017,22,0,Clear
Mathura,2026-04-04,32.5,39.5,35.5,37.5,64,2.8,1008,29,0,Clear
Mathura,2026-04-05,33.3,40.3,36.3,38.3,59,7.1,1007,35,0,Mist
Saharanpur,2026-04-04,30.2,37.2,33.2,35.2,79,3.4,1006,18,0,Mist
Saharanpur,2026-04-05,32.8,39.8,35.8,37.8,76,7.4,1015,34,0,Haze
Muzaffarnagar,2026-04-04,28.2,35.2,31.2,33.2,68,4,1005,61,0,Clear
Muzaffarnagar,2026-04-05,30.7,37.7,33.7,35.7,60,6.2,1003,4,0,Haze
Rampur,2026-04-04,33.4,40.4,36.4,38.4,84,2.8,1005,38,0,Clouds
Rampur,2026-04-05,28.7,35.7,31.7,33.7,84,5.4,1012,48,4.2,Rain
Sitapur,2026-04-04,33.9,40.9,36.9,38.9,57,4.9,1016,52,0,Clear
Sitapur,2026-04-05,28,35,31,33,64,2,1017,29,0,Haze
Rae Bareli,2026-04-04,28.1,35.1,31.1,33.1,52,3.9,1005,40,0,Haze
Rae Bareli,2026-04-05,33.2,40.2,36.2,38.2,75,2.6,1011,66,0,Haze
Etawah,2026-04-04,32.8,39.8,35.8,37.8,56,6.3,1012,3,0,Clear
Etawah,2026-04-05,34.2,41.2,37.2,39.2,57,6.4,1002,68,0,Mist
Hardoi,2026-04-04,30.9,37.9,33.9,35.9,54,3.4,1003,14,0,Mist
Hardoi,2026-04-05,33.9,40.9,36.9,38.9,50,5.8,1000,65,0,Rain
Bijnor,2026-04-04,31.6,38.6,34.6,36.6,65,4.5,1011,57,0,Clear
Bijnor,2026-04-05,32.4,39.4,35.4,37.4,81,6.4,1006,30,0,Mist
Lucknow,2026-04-06,27.6,34.6,30.6,32.6,58,6.5,1009,40,0,Mist
Lucknow,2026-04-07,30.1,37.1,33.1,35.1,66,7.2,1001,28,0,Clear
Lucknow,2026-04-08,30.7,37.7,33.7,35.7,57,3.2,1000,46,0,Clear
Lucknow,2026-04-09,31,38,34,36,78,4.3,1005,10,0,Mist
Kanpur,2026-04-06,29,36,32,34,53,4.2,1016,61,12.9,Rain
Kanpur,2026-04-07,32.4,39.4,35.4,37.4,74,6.1,1013,6,0,Clear
Kanpur,2026-04-08,33.9,40.9,36.9,38.9,69,4.5,1012,9,0,Mist
Kanpur,2026-04-09,30.7,37.7,33.7,35.7,79,7,1002,43,0,Mist
Prayagraj,2026-04-06,32.7,39.7,35.7,37.7,78,2.1,1008,56,0,Mist
Prayagraj,2026-04-07,32.1,39.1,35.1,37.1,54,5.9,1015,34,0,Haze
Prayagraj,2026-04-08,31.3,38.3,34.3,36.3,55,7,1011,3,0,Clouds
Prayagraj,2026-04-09,30.7,37.7,33.7,35.7,73,4.3,1007,31,0,Clouds
Varanasi,2026-04-06,31.5,38.5,34.5,36.5,64,2.2,1009,12,0.9,Rain
Varanasi,2026-04-07,32.3,39.3,35.3,37.3,69,7.9,1002,53,0,Clouds
Varanasi,2026-04-08,31.8,38.8,34.8,36.8,81,6.4,1006,68,0,Mist
Varanasi,2026-04-09,30.2,37.2,33.2,35.2,57,6.7,1013,8,4.1,Rain
Agra,2026-04-06,34.3,41.3,37.3,39.3,84,6.3,1007,55,0,Clouds
Agra,2026-04-07,32.7,39.7,35.7,37.7,70,2,1009,65,0,Mist
Agra,2026-04-08,34.2,41.2,37.2,39.2,60,7.2,1000,33,0,Haze
Agra,2026-04-09,34.3,41.3,37.3,39.3,83,5.9,1016,21,0,Clouds
Noida,2026-04-06,30.7,37.7,33.7,35.7,82,5.9,1008,65,10.1,Rain
Noida,2026-04-07,31.7,38.7,34.7,36.7,68,5.9,1000,49,0,Clear
Noida,2026-04-08,29.9,36.9,32.9,34.9,54,6.6,1008,20,0,Clouds
Noida,2026-04-09,32.2,39.2,35.2,37.2,73,2.9,1003,9,0,Haze
Meerut,2026-04-06,29.3,36.3,32.3,34.3,77,7.7,1009,65,0,Clouds
Meerut,2026-04-07,27.3,34.3,30.3,32.3,62,5.8,1004,2,0,Clouds
Meerut,2026-04-08,31.2,38.2,34.2,36.2,77,2.6,1012,61,9,Rain
Meerut,2026-04-09,28.9,35.9,31.9,33.9,53,5.7,1011,34,0,Haze
Aligarh,2026-04-06,33.6,40.6,36.6,38.6,68,4,1016,32,0,Haze
Aligarh,2026-04-07,33,40,36,38,78,5,1017,26,0,Mist
Aligarh,2026-04-08,33.9,40.9,36.9,38.9,59,7.4,1000,55,0,Clouds
Aligarh,2026-04-09,30,37,33,35,55,6.9,1003,23,0,Clouds
Ghaziabad,2026-04-06,30,37,33,35,75,5.9,1010,44,0,Mist
Ghaziabad,2026-04-07,33.4,40.4,36.4,38.4,74,4.5,1008,53,0,Mist
Ghaziabad,2026-04-08,34.1,41.1,37.1,39.1,71,2.6,1004,38,0,Clouds
Ghaziabad,2026-04-09,34.8,41.8,37.8,39.8,55,6.2,1012,51,13.9,Rain
Bareilly,2026-04-06,33.2,40.2,36.2,38.2,71,5.2,1005,20,0,Mist
Bareilly,2026-04-07,28.6,35.6,31.6,33.6,76,2.3,1003,60,0,Clouds
Bareilly,2026-04-08,31.5,38.5,34.5,36.5,66,2.1,1002,17,0,Mist
Bareilly,2026-04-09,32.8,39.8,35.8,37.8,61,6.8,1006,49,0,Haze
Jhansi,2026-04-06,37,44,40,42,69,6.6,1008,5,0,Mist
Jhansi,2026-04-07,35.9,42.9,38.9,40.9,80,4.6,1009,6,14.8,Rain
Jhansi,2026-04-08,37.3,44.3,40.3,42.3,84,6.6,1015,0,9.6,Rain
Jhansi,2026-04-09,33.6,40.6,36.6,38.6,77,7.2,1008,63,0,Haze
Moradabad,2026-04-06,27.8,34.8,30.8,32.8,52,6.7,1004,64,0,Haze
Moradabad,2026-04-07,27.5,34.5,30.5,32.5,53,4.1,1010,23,0,Clear
Moradabad,2026-04-08,30.6,37.6,33.6,35.6,56,7.6,1005,2,0,Clear
Moradabad,2026-04-09,30,37,33,35,77,3.3,1002,51,0,Clear
Gorakhpur,2026-04-06,31.9,38.9,34.9,36.9,83,6.8,1010,57,0,Clouds
Gorakhpur,2026-04-07,33.2,40.2,36.2,38.2,80,2.1,1002,47,0,Clear
Gorakhpur,2026-04-08,30.1,37.1,33.1,35.1,66,7.4,1011,29,0,Mist
Gorakhpur,2026-04-09,30.9,37.9,33.9,35.9,71,4.1,1000,0,14.9,Rain
Ayodhya,2026-04-06,32.6,39.6,35.6,37.6,71,4.7,1003,46,0,Clear
Ayodhya,2026-04-07,28.8,35.8,31.8,33.8,78,3.9,1017,8,0,Mist
Ayodhya,2026-04-08,30.5,37.5,33.5,35.5,50,5.3,1002,65,0,Clear
Ayodhya,2026-04-09,29.2,36.2,32.2,34.2,58,5.7,1006,26,11.5,Rain
Mathura,2026-04-06,31.3,38.3,34.3,36.3,75,4.7,1007,42,0,Clouds
Mathura,2026-04-07,31.9,38.9,34.9,36.9,70,4.1,1015,45,0,Clouds
Mathura,2026-04-08,33.6,40.6,36.6,38.6,68,3.2,1017,56,10.2,Rain
Mathura,2026-04-09,34.9,41.9,37.9,39.9,79,6.3,1002,54,0,Clouds
Muzaffarnagar,2026-04-06,29.1,36.1,32.1,34.1,57,3.6,1000,55,0,Haze
Muzaffarnagar,2026-04-07,30.3,37.3,33.3,35.3,75,4.3,1011,11,0,Clear
Muzaffarnagar,2026-04-08,29.8,36.8,32.8,34.8,61,3.3,1010,44,1.5,Rain
Muzaffarnagar,2026-04-09,27.1,34.1,30.1,32.1,68,2.4,1014,54,0,Clouds
Saharanpur,2026-04-06,31.1,38.1,34.1,36.1,64,3,1009,67,0,Clouds
Saharanpur,2026-04-07,29,36,32,34,65,3.2,1006,39,0,Clouds
Saharanpur,2026-04-08,30.6,37.6,33.6,35.6,58,4.4,1014,11,0,Clear
Saharanpur,2026-04-09,32.4,39.4,35.4,37.4,70,2.3,1015,62,0,Haze
Firozabad,2026-04-06,34.1,41.1,37.1,39.1,68,4.9,1011,35,0,Haze
Firozabad,2026-04-07,30.3,37.3,33.3,35.3,63,7.3,1001,8,0,Haze
Firozabad,2026-04-08,30,37,33,35,59,5.4,1008,10,0,Haze
Firozabad,2026-04-09,32.1,39.1,35.1,37.1,65,3.1,1014,25,0,Clouds
Rampur,2026-04-06,28.3,35.3,31.3,33.3,83,5.8,1015,63,7,Rain
Rampur,2026-04-07,28.2,35.2,31.2,33.2,78,4.3,1015,19,0,Clouds
Rampur,2026-04-08,33.7,40.7,36.7,38.7,54,7.9,1000,32,0,Haze
Rampur,2026-04-09,30.4,37.4,33.4,35.4,50,4.1,1014,22,0,Clear
Bijnor,2026-04-06,27.1,34.1,30.1,32.1,63,7.9,1002,57,0,Clouds
Bijnor,2026-04-07,27,34,30,32,73,5.6,1003,19,0.6,Rain
Bijnor,2026-04-08,30.8,37.8,33.8,35.8,60,4.3,1000,24,0,Clouds
Bijnor,2026-04-09,28.6,35.6,31.6,33.6,69,3.5,1002,15,0,Haze
Rae Bareli,2026-04-06,28.6,35.6,31.6,33.6,70,3.3,1004,12,0,Haze
Rae Bareli,2026-04-07,31.2,38.2,34.2,36.2,74,2.5,1009,50,0,Haze
Rae Bareli,2026-04-08,31.3,38.3,34.3,36.3,50,5.9,1008,36,4.8,Rain
Rae Bareli,2026-04-09,33.7,40.7,36.7,38.7,51,5.3,1010,46,0,Clear
Etawah,2026-04-06,34.9,41.9,37.9,39.9,77,6.5,1005,2,0,Clouds
Etawah,2026-04-07,32.6,39.6,35.6,37.6,69,4.6,1016,40,0,Haze
Etawah,2026-04-08,35.9,42.9,38.9,40.9,54,5,1010,54,0,Mist
Etawah,2026-04-09,32.2,39.2,35.2,37.2,50,3,1005,19,0,Haze
Sitapur,2026-04-06,28.2,35.2,31.2,33.2,52,6.5,1017,25,0,Clear
Sitapur,2026-04-07,29.5,36.5,32.5,34.5,84,7.7,1017,15,0,Clear
Sitapur,2026-04-08,31.4,38.4,34.4,36.4,76,4.7,1013,6,3.3,Rain
Sitapur,2026-04-09,32.5,39.5,35.5,37.5,71,7,1006,11,0,Haze
Hardoi,2026-04-06,29.6,36.6,32.6,34.6,55,2.1,1017,25,0,Clear
Hardoi,2026-04-07,31.5,38.5,34.5,36.5,64,7.9,1006,48,3.6,Rain
Hardoi,2026-04-08,30.3,37.3,33.3,35.3,50,7.8,1017,53,0,Haze
Hardoi,2026-04-09,29,36,32,34,68,2.4,1007,64,8.2,Rain
Shahjahanpur,2026-04-05,28,35,31,33,60,4.1,1009,43,0,Mist
Shahjahanpur,2026-04-06,27.2,34.2,30.2,32.2,70,3.2,1002,8,0,Mist
Shahjahanpur,2026-04-07,32.1,39.1,35.1,37.1,65,2.9,1002,16,0,Haze
Shahjahanpur,2026-04-08,30.6,37.6,33.6,35.6,70,6,1003,5,10,Rain
Shahjahanpur,2026-04-09,31.4,38.4,34.4,36.4,71,2.9,1013,46,0,Haze
